SPNUMBER	TAXSTAT	SYNOF	SYNCAT	FAMILY	SPECIES	GENUS	SP1	AUTHOR1	RANK1	SP2	AUTHOR2	RANK2	SP3	AUTHOR3	RANK3	SP4	AUTHOR4	CITATION	YEAR	IUCN	COUNTRY
319	acc	0		Zamiaceae	Encephalartos lehmannii	Encephalartos	lehmannii	Lehm.										Nov. Stirp. Pug. 6: 14	1834	NT	South Africa (E Cape)
629	syn	319	het	Zamiaceae	Encephalartos lehmannii f. dentatus	Encephalartos	lehmannii	Lehm.	f.	dentatus	Regel ex J.Schust.							in Engler, Pflanzenr. 99: 115	1932		
707	syn	319	hom	Zamiaceae	Encephalartos lehmannii f. lehmannii	Encephalartos	lehmannii	Lehm.	f.	lehmannii								in Engler, Pflanzenr. 99: 115	1932		
630	syn	346	hom	Zamiaceae	Encephalartos lehmannii f. spinulosus	Encephalartos	lehmannii	Lehm.	f.	spinulosus	(Lehm.) J.Schust.							in Engler, Pflanzenr. 99: 115	1932		
708	syn	319	hom	Zamiaceae	Encephalartos lehmannii var. lehmannii	Encephalartos	lehmannii	Lehm.	var.	lehmannii								Prodr. [A. P. de Candolle] 16(2): 531	1868		
641	syn	346	hom	Zamiaceae	Encephalartos lehmannii var. spinulosus	Encephalartos	lehmannii	Lehm.	var.	spinulosus	(Lehm.) Miq.							Prodr. [A. P. de Candolle] 16(2): 531	1868		
320	syn	336	het	Zamiaceae	Encephalartos lemarinelianus	Encephalartos	lemarinelianus	De Wild. & T.Durand										Bull. Soc. Roy. Bot. Belgique 39: 80	1900		
321	acc	0		Zamiaceae	Encephalartos longifolius	Encephalartos	longifolius	(Jacq.) Lehm.										Nov. Stirp. Pug. 6: 14	1834	NT	South Africa (E Cape)
593	syn	321	het	Zamiaceae	Encephalartos longifolius var. angustifolius	Encephalartos	longifolius	(Jacq.) Lehm.	var.	angustifolius	Miq.							Monogr. Cycad.: 56	1842		
662	syn	272	het	Zamiaceae	Encephalartos longifolius var. hookeri	Encephalartos	longifolius	(Jacq.) Lehm.	var.	hookeri	Miq.							Prodr. [A. P. de Candolle] 16(2): 531-532	1868		
608	syn	321	het	Zamiaceae	Encephalartos longifolius var. latifolius	Encephalartos	longifolius	(Jacq.) Lehm.	var.	latifolius	Regel							Trudy Imp. S.-Peterburgsk. Bot. Sada 3(1): 113	1874		
709	syn	321	hom	Zamiaceae	Encephalartos longifolius var. longifolius	Encephalartos	longifolius	(Jacq.) Lehm.	var.	longifolius								Monogr. Cycad.: 55-56	1842		
592	syn	321	het	Zamiaceae	Encephalartos longifolius var. revolutus	Encephalartos	longifolius	(Jacq.) Lehm.	var.	revolutus	Miq.							Monogr. Cycad.: 55-56	1842		
603	syn	400	bas	Zamiaceae	Encephalartos macdonnellii	Encephalartos	macdonnellii	F.Muell. ex Miq.										Verslagen Meded. Afd. Natuurk. Kon. Akad. Wetensch. 15: 376	1863		
728	?	0		Zamiaceae	Encephalartos mackenii	Encephalartos	mackenii	W.Bull										Retail List [Bull] No. 54: 116	1870		
322	acc	0		Zamiaceae	Encephalartos mackenziei	Encephalartos	mackenziei	L.E.Newton										Bot. J. Linn. Soc. 140(2): 187-192, figs. 1-6	2002	[NT]	South Sudan (Eastern Equatoria)
323	acc	0		Zamiaceae	Encephalartos macrostrobilus	Encephalartos	macrostrobilus	S.Jones & Wynants										Encephalartos 50: 13-17, figs. 1-2	1997	EN	Uganda (Northern)
730	?	0		Zamiaceae	Encephalartos majesticus	Encephalartos	majesticus	W.Bull										Retail List [Bull] No. 83: 187	1873		
324	acc	0		Zamiaceae	Encephalartos manikensis	Encephalartos	manikensis	(Gilliland) Gilliland										Proc. Rhodesia Sci. Assoc. 37: 133-134	1939	VU	Mozambique (Manica), Zimbabwe
325	syn	272	het	Zamiaceae	Encephalartos marumii	Encephalartos	marumii	de Vriese										Tijdschr. Natuurl. Gesch. Physiol. 5: 187-189	1838		
326	acc	0		Zamiaceae	Encephalartos marunguensis	Encephalartos	marunguensis	Devred										Bull. Soc. Roy. Bot. Belgique 91: 104-110	1958	VU	Democratic Republic of Congo (Katanga)
327	syn	321	het	Zamiaceae	Encephalartos mauritianus	Encephalartos	mauritianus	Miq.										Monogr. Cycad.: 48	1842		
328	acc	0		Zamiaceae	Encephalartos middelburgensis	Encephalartos	middelburgensis	Vorster, Robbertse & S.van der Westh.										S. African J. Bot. 55(1): 122-126	1989	CR	South Africa (Mpumalanga)
639	syn	404	bas	Zamiaceae	Encephalartos miquelii	Encephalartos	miquelii	F.Muell.										Fragm. (Mueller) 3: 38	1862		
640	syn	406	hom	Zamiaceae	Encephalartos moorei	Encephalartos	moorei	(F.Muell.) F.Muell.										Fragm. (Mueller) 11: 125	1881		
329	acc	0		Zamiaceae	Encephalartos msinganus	Encephalartos	msinganus	Vorster										S. African J. Bot. 62(2): 67-70	1996	CR	South Africa (KwaZulu-Natal)
330	acc	0		Zamiaceae	Encephalartos munchii	Encephalartos	munchii	R.A.Dyer & I.Verd.										Kirkia 7: 147-158	1969	CR	Mozambique (Manica)
331	syn	303	het	Zamiaceae	Encephalartos nanus	Encephalartos	nanus	Lehm.										Tijdschr. Natuurl. Gesch. Physiol. 4(4): 421, t. 8c	1838		
332	acc	0		Zamiaceae	Encephalartos natalensis	Encephalartos	natalensis	R.A.Dyer & I.Verd.										Bothalia 6(1): 205-211, pls 1-3	1951	NT	South Africa (KwaZulu-Natal)
333	acc	0		Zamiaceae	Encephalartos ngoyanus	Encephalartos	ngoyanus	I.Verd.										Fl. Pl. Africa 27: pls 1053-1054	1949	VU	South Africa (KwaZulu-Natal), Swaziland
334	acc	0		Zamiaceae	Encephalartos nubimontanus	Encephalartos	nubimontanus	P.J.H.Hurter										Phytologia 78(6): 409-410, fig. 1	1995	EW	South Africa (Limpopo)
600	syn	420	het	Zamiaceae	Encephalartos oldfieldii	Encephalartos	oldfieldii	Miq.										Verslagen Meded. Afd. Natuurk. Kon. Akad. Wetensch. 15: 370	1863		
335	acc	0		Zamiaceae	Encephalartos paucidentatus	Encephalartos	paucidentatus	Stapf & Burtt Davy										Man. Pl. Transvaal   1: 40, 99, fig. 4a	1926	VU	South Africa (Mpumalanga), Swaziland
602	syn	411	hom	Zamiaceae	Encephalartos pauli-guilielmi	Encephalartos	pauli-guilielmi	(W.Hill & F.Muell.) F.Muell.										Quart. J. Trans. Pharm. Soc. Victoria 2: 90	1859		
336	acc	0		Zamiaceae	Encephalartos poggei	Encephalartos	poggei	Asch.										Verh. Bot. Vereins Prov. Brandenburg 20: 35-36	1878	LC	Angola (Lunda Sul), Democratic Republic of Congo (Kasai-Occidental, Katanga)
597	syn	599	hom	Zamiaceae	Encephalartos preisii	Encephalartos	preisii	(Lehm.) F.Muell.										Quart. J. Trans. Pharm. Soc. Victoria 2: 90	1858		
337	acc	0		Zamiaceae	Encephalartos princeps	Encephalartos	princeps	R.A.Dyer										J. S. African Bot. 31(2): 111-112, pl. 19	1965	VU	South Africa (E Cape)
620	inv	0		Zamiaceae	Encephalartos pruniferus	Encephalartos	pruniferus	Sweet										Hort. Brit. [Sweet] ed. 3: 626	1839		
338	acc	0		Zamiaceae	Encephalartos pterogonus	Encephalartos	pterogonus	R.A.Dyer & I.Verd.										Kirkia 7: 147-158	1969	CR	Mozambique (Manica)
623	inv	542	syn	Zamiaceae	Encephalartos pumilus	Encephalartos	pumilus	Sweet										Hort. Brit. [Sweet] ed. 3: 626	1839		
339	dub	0		Zamiaceae	Encephalartos pungens	Encephalartos	pungens	(L.f.) Lehm.										Nov. Stirp. Pug. 6: 13	1834		
650	syn	272	het	Zamiaceae	Encephalartos regalis	Encephalartos	regalis	W.Bull										Retail List [Bull] No. 250: 8, t. 4	1889		
340	acc	0		Zamiaceae	Encephalartos relictus	Encephalartos	relictus	P.J.H.Hurter										Bothalia 31(2): 197-199	2001	EW	Swaziland
621	inv	0		Zamiaceae	Encephalartos repandus	Encephalartos	repandus	Sweet										Hort. Brit. [Sweet] ed. 3: 626	1839		
341	acc	0		Zamiaceae	Encephalartos schaijesii	Encephalartos	schaijesii	Malaisse, Sclavo & Crosiers										Bull. Jard. Bot. Natl. Belg. 62: 215-219	1993	VU	Democratic Republic of Congo (Katanga)
342	acc	0		Zamiaceae	Encephalartos schmitzii	Encephalartos	schmitzii	Malaisse										Bull. Jard. Bot. Natl. Belg. 39(4): 401-406	1969	VU	Democratic Republic of Congo (Katanga), Zambia (Luapula, Northern)
267	sup	343	hom	Zamiaceae	Encephalartos sclavoi	Encephalartos	sclavoi	De Luca, D.W.Stev. & A.Moretti										Delpinoa 29-30: 3-5 (1989 issued 1991 Oct. 24)	1991		
343	acc	0		Zamiaceae	Encephalartos sclavoi	Encephalartos	sclavoi	A.Moretti, D.W.Stev. & De Luca										Mem. New York Bot. Gard. 57: 156-161	1990	CR	Tanzania (Tanga)
344	acc	0		Zamiaceae	Encephalartos senticosus	Encephalartos	senticosus	Vorster										S. African J. Bot. 62(2): 76-79	1996	VU	South Africa (KwaZulu-Natal), Swaziland
345	acc	0		Zamiaceae	Encephalartos septentrionalis	Encephalartos	septentrionalis	Schweinf.										Bot. Zeitung (Berlin) 29(20): 334	1871	NT	Central African Republic, Democratic Republic of Congo (Orientale), South Sudan (Western Equatoria), Uganda (Northern)
346	dub	0		Zamiaceae	Encephalartos spinulosus	Encephalartos	spinulosus	Lehm.										Tijdschr. Natuurl. Gesch. Physiol. 4(4): 419, t. 8c	1838		
589	syn	580	hom	Zamiaceae	Encephalartos spiralis	Encephalartos	spiralis	(Salisb.) Lehm.										Nov. Stirp. Pug. 6: 13	1834		
644	syn	384	bas	Zamiaceae	Encephalartos spiralis var. diplomera	Encephalartos	spiralis	(Salisb.) Lehm.	var.	diplomera	F.Muell.							Fragm. (Mueller) 5: 172	1866		
598	syn	404	het	Zamiaceae	Encephalartos spiralis var. major	Encephalartos	spiralis	(Salisb.) Lehm.	var.	major	Miq.							Verslagen Meded. Afd. Natuurk. Kon. Akad. Wetensch. 15: 368	1863		
710	syn	589	hom	Zamiaceae	Encephalartos spiralis var. spiralis	Encephalartos	spiralis	(Salisb.) Lehm.	var.	spiralis								Verslagen Meded. Afd. Natuurk. Kon. Akad. Wetensch. 15: 368	1863		
347	syn	358	het	Zamiaceae	Encephalartos striatus	Encephalartos	striatus	Stapf & Burtt Davy										Man. Pl. Transvaal 1: 40, 99	1926		
348	syn	360	het	Zamiaceae	Encephalartos successibus	Encephalartos	successibus	Vorster										S. African J. Bot. 61(6): 347	1995		
349	acc	0		Zamiaceae	Encephalartos tegulaneus	Encephalartos	tegulaneus	Melville										Kew Bull. 12(2): 249, fig. 3	1957	LC	Kenya (Eastern, Rift Valley)
350	acc	0		Zamiaceae	Encephalartos tegulaneus subsp. powysii	Encephalartos	tegulaneus	Melville	subsp.	powysii	Miringu & Beentje							J. E. Afr. Nat. Hist. 88: 35	1999		Kenya (Eastern)
579	acc	0		Zamiaceae	Encephalartos tegulaneus subsp. tegulaneus	Encephalartos	tegulaneus	Melville	subsp.	tegulaneus								J. E. Afr. Nat. Hist. 88: 35	1999		Kenya (Rift Valley)
351	acc	0		Zamiaceae	Encephalartos transvenosus	Encephalartos	transvenosus	Stapf & Burtt Davy										Man. Pl. Transvaal  1: 40, 99, fig. 4b	1926	LC	South Africa (Limpopo)
352	syn	587	hom	Zamiaceae	Encephalartos tridentatus	Encephalartos	tridentatus	(Willd.) Lehm.										Nov. Stirp. Pug. 6: 13	1834		
353	acc	0		Zamiaceae	Encephalartos trispinosus	Encephalartos	trispinosus	(Hook.) R.A.Dyer										J. S. African Bot. 31(2): 112-116, pl. 20	1965	VU	South Africa (E Cape)
354	acc	0		Zamiaceae	Encephalartos turneri	Encephalartos	turneri	Lavranos & D.L.Goode										Garcia de Orta, Ser. Bot. 7(1-2): 11-14	1985	LC	Mozambique (Nampula)
355	acc	0		Zamiaceae	Encephalartos umbeluziensis	Encephalartos	umbeluziensis	R.A.Dyer										Fl. Pl. Africa 28: pl. 1100	1951	EN	Mozambique, Swaziland
631	syn	303	het	Zamiaceae	Encephalartos van-hallii	Encephalartos	van-hallii	de Vriese										Tijdschr. Natuurl. Gesch. Physiol. 4(4): 422	1838		
356	syn	334	het	Zamiaceae	Encephalartos venetus	Encephalartos	venetus	Vorster										S. African J. Bot. 62(2): 71	1996		
357	syn	287	het	Zamiaceae	Encephalartos verrucosus	Encephalartos	verrucosus	Vorster, Robbertse & S.van der Westh.										S. African J. Bot. 54(5): 487-490, figs. 1-3	1988		
605	syn	280	het	Zamiaceae	Encephalartos verschaffeltii	Encephalartos	verschaffeltii	Regel										Trudy Imp. S.-Peterburgsk. Bot. Sada 3(1): 111	1874		
358	acc	0		Zamiaceae	Encephalartos villosus	Encephalartos	villosus	Lem.										Ill. Hort. 14, misc.: 79-80; 15	1867	LC	South Africa (E Cape, KwaZulu-Natal), Swaziland
647	syn	300	hom	Zamiaceae	Encephalartos villosus f. hildebrandtii	Encephalartos	villosus	Lem.	f.	hildebrandtii	(Regalado & C.D.Bouché) P.Hennings							Gartenflora 39: 238	1890		
646	syn	358	syn	Zamiaceae	Encephalartos villosus f. intermedius	Encephalartos	villosus	Lem.	f.	intermedius	P.Hennings							Gartenflora 39: 238	1890		
711	syn	358	hom	Zamiaceae	Encephalartos villosus f. villosus	Encephalartos	villosus	Lem.	f.	villosus								Gartenflora 39: 238	1890		
731	?	0		Zamiaceae	Encephalartos villosus var. amplicatus	Encephalartos	villosus	Lem.	var.	amplicatus	W.Bull							Retail List [Bull] No. 83: 187	1873		
645	inv	300	het	Zamiaceae	Encephalartos villosus var. nobilis	Encephalartos	villosus	Lem.	var.	nobilis	Auct.							Gard. Chron. n.s. 6: 711, figs. 134-135	1876		
712	syn	358	hom	Zamiaceae	Encephalartos villosus var. villosus	Encephalartos	villosus	Lem.	var.	villosus								Retail List [Bull] No. 83: 187	1873		
359	syn	310	het	Zamiaceae	Encephalartos voiensis	Encephalartos	voiensis	A.Moretti, D.W.Stev. & Sclavo										Ann. Missouri Bot. Gard. 76(3): 935	1989		
370	syn	272	syn	Zamiaceae	Encephalartos vroomii	Encephalartos	vroomii	Mast.										Gard. Chron. 25(14): 349	1868		
360	acc	0		Zamiaceae	Encephalartos whitelockii	Encephalartos	whitelockii	P.J.H.Hurter										Phytologia 78(6): 410-411, fig. 3	1995	CR	Uganda (Western)
361	acc	0		Zamiaceae	Encephalartos woodii	Encephalartos	woodii	Sander ex J.M.Wood										Gard. Chron., ser. 3 43: 414	1908	EW	South Africa (KwaZulu-Natal)
739	inv	0		Zamiaceae	Encephalartos woodii	Encephalartos	woodii	Sander										Gard. Chron., ser. 3 43: 257	1908		
363	syn	184	hom	Cycadaceae	Epicycas elongata	Epicycas	elongata	(Leandri) S.L.Yang ex de Laub.										Blumea 43(2): 393	1998		
364	syn	147	hom	Cycadaceae	Epicycas lindstromii	Epicycas	lindstromii	(S.L.Yang, K.D.Hill & T.H.Nguyên) de Laub.										Blumea 43(2): 395	1998		
365	syn	163	hom	Cycadaceae	Epicycas micholitzii	Epicycas	micholitzii	(Dyer) de Laub.										Blumea 43(2): 389	1998		
366	syn	191	hom	Cycadaceae	Epicycas miquelii	Epicycas	miquelii	(Warb.) de Laub.										Blumea 43(2): 393	1998		
367	syn	170	hom	Cycadaceae	Epicycas multipinnata	Epicycas	multipinnata	(C.J.Chen & S.Y.Yang) de Laub.										Blumea 43(2): 391	1998		
368	syn	213	hom	Cycadaceae	Epicycas siamensis	Epicycas	siamensis	(Miq.) de Laub.										Blumea 43(2): 393	1998		
369	syn	581	bas	Cycadaceae	Epicycas tonkinensis	Epicycas	tonkinensis	(L.Linden & Rodigas) de Laub.										Blumea 43(2): 391	1998		
604	syn	383	hom	Zamiaceae	Lepidozamia denisonii	Lepidozamia	denisonii	(C.Moore & F.Muell.) Regel										Gartenflora 24: 43	1875		
371	acc	0		Zamiaceae	Lepidozamia hopei	Lepidozamia	hopei	Regel										Gartenflora 25: 6	1876	LC	Australia (Queensland)
372	acc	0		Zamiaceae	Lepidozamia peroffskyana	Lepidozamia	peroffskyana	Regel										Bull. Soc. Imp. Naturalistes Moscou 30(1): 184-185, fig. 21	1857	LC	Australia (New South Wales, Queensland)
373	syn	430	bas	Blechnaceae	Lomaria eriopus	Lomaria	eriopus	Kunze										Linnaea 13: 152	1839		
375	acc	0		Zamiaceae	Macrozamia cardiacensis	Macrozamia	cardiacensis	P.I.Forst. & D.L.Jones										Fl. Australia 48: 717	1998	VU	Australia (Queensland)
376	acc	0		Zamiaceae	Macrozamia communis	Macrozamia	communis	L.A.S.Johnson										Proc. Linn. Soc. New South Wales, ser. 2, 84(1): 98	1959	LC	Australia (New South Wales)
377	acc	0		Zamiaceae	Macrozamia concinna	Macrozamia	concinna	D.L.Jones										Fl. Australia 48: 718	1998	LC	Australia (New South Wales)
378	acc	0		Zamiaceae	Macrozamia conferta	Macrozamia	conferta	D.L.Jones & P.I.Forst.										Austrobaileya 4(2): 271-273, fig. 1	1994	VU	Australia (Queensland)
379	syn	423	het	Zamiaceae	Macrozamia corallipes	Macrozamia	corallipes	Hook.f.										Bot. Mag. 98: t. 5943	1872		
733	?	0		Zamiaceae	Macrozamia corallipes var. gyrata	Macrozamia	corallipes	Hook.f.	var.	gyrata	W.Bull							Retail List [Bull] No. 83: 8	1873		
380	acc	0		Zamiaceae	Macrozamia cranei	Macrozamia	cranei	D.L.Jones & P.I.Forst.										Austrobaileya 4(2): 273-275, fig. 2	1994	EN	Australia (Queensland)
381	acc	0		Zamiaceae	Macrozamia crassifolia	Macrozamia	crassifolia	P.I.Forst. & D.L.Jones										Austrobaileya 4(2): 275-276, fig. 3	1994	VU	Australia (Queensland)
382	sup	403	het	Zamiaceae	Macrozamia cylindrica	Macrozamia	cylindrica	C.Moore										J. Proc. Roy. Soc. New S. Wales 17: 119	1884		
615	?	0		Zamiaceae	Macrozamia cylindrica	Macrozamia	cylindrica	W.Bull										Gard. Chron., n.s. 1(17): 532	1874		
383	syn	372	het	Zamiaceae	Macrozamia denisonii	Macrozamia	denisonii	C.Moore & F.Muell.										Fragm. (Mueller) 1(2): 41	1858		
384	acc	0		Zamiaceae	Macrozamia diplomera	Macrozamia	diplomera	(F.Muell.) L.A.S.Johnson										Proc. Linn. Soc. New South Wales, ser. 2, 84(1): 98	1959	LC	Australia (New South Wales)
385	acc	0		Zamiaceae	Macrozamia douglasii	Macrozamia	douglasii	W.Hill ex F.M.Bailey										Syn. Queensl. Fl.: 500	1883	LC	Australia (Queensland)
386	acc	0		Zamiaceae	Macrozamia dyeri	Macrozamia	dyeri	(F.Muell.) C.A.Gardner										Enum. Pl. Austral. Occ.: 3	1930	LC	Australia (WA)
735	?	0		Zamiaceae	Macrozamia eburnea	Macrozamia	eburnea	W.Bull										Gard. Chron. 30(11): 358	1873		
387	acc	0		Zamiaceae	Macrozamia elegans	Macrozamia	elegans	K.D.Hill & D.L.Jones										Fl. Australia 48: 718	1998	EN	Australia (New South Wales)
734	?	0		Zamiaceae	Macrozamia elegantissima	Macrozamia	elegantissima	W.Bull										Gard. Chron. 30(11): 358	1873		
388	acc	0		Zamiaceae	Macrozamia fawcettii	Macrozamia	fawcettii	C.Moore										J. Proc. Roy. Soc. New S. Wales 17: 120	1884	NT	Australia (New South Wales)
389	acc	0		Zamiaceae	Macrozamia fearnsidei	Macrozamia	fearnsidei	D.L.Jones										Austrobaileya 3(3): 481	1991	LC	Australia (Queensland)
390	acc	0		Zamiaceae	Macrozamia flexuosa	Macrozamia	flexuosa	C.Moore										J. Proc. Roy. Soc. New S. Wales 17: 121	1884	EN	Australia (New South Wales)
391	acc	0		Zamiaceae	Macrozamia fraseri	Macrozamia	fraseri	Miq.										Monogr. Cycad.: 37	1842	LC	Australia (WA)
392	acc	0		Zamiaceae	Macrozamia glaucophylla	Macrozamia	glaucophylla	D.L.Jones										Fl. Australia 48: 718-719	1998	LC	Australia (New South Wales)
393	acc	0		Zamiaceae	Macrozamia heteromera	Macrozamia	heteromera	C.Moore										J. Proc. Roy. Soc. New S. Wales 17: 122	1884	LC	Australia (New South Wales)
394	inv	371	het	Zamiaceae	Macrozamia hopei	Macrozamia	hopei	C.Moore										J. Proc. Roy. Soc. New S. Wales 17: 116	1883		
586	syn	371	het	Zamiaceae	Macrozamia hopei	Macrozamia	hopei	W.Hill										Syn. Queensl. Fl. Suppl. 1: 52	1886		
395	acc	0		Zamiaceae	Macrozamia humilis	Macrozamia	humilis	D.L.Jones										Fl. Australia 48: 719	1998	VU	Australia (New South Wales)
396	acc	0		Zamiaceae	Macrozamia johnsonii	Macrozamia	johnsonii	D.L.Jones & K.D.Hill										Telopea 5(1): 31	1992	LC	Australia (New South Wales)
397	acc	0		Zamiaceae	Macrozamia lomandroides	Macrozamia	lomandroides	D.L.Jones										Austrobaileya 3(3): 483	1991	EN	Australia (Queensland)
398	acc	0		Zamiaceae	Macrozamia longispina	Macrozamia	longispina	P.I.Forst. & D.L.Jones										Fl. Australia 48: 717	1998	NT	Australia (Queensland)
399	acc	0		Zamiaceae	Macrozamia lucida	Macrozamia	lucida	L.A.S.Johnson										Proc. Linn. Soc. New South Wales, ser. 2, 84(1): 102	1959	LC	Australia (New South Wales, Queensland)
400	acc	0		Zamiaceae	Macrozamia macdonnellii	Macrozamia	macdonnellii	(F.Muell. ex Miq.) A.DC.										Prodr. [A. P. de Candolle] 16(2): 537	1868	LC	Australia (Northern Territory)
401	acc	0		Zamiaceae	Macrozamia machinii	Macrozamia	machinii	P.I.Forst. & D.L.Jones										Austrobaileya 4(2): 276	1994	VU	Australia (Queensland)
402	sup	404	het	Zamiaceae	Macrozamia mackenziei	Macrozamia	mackenziei	Mast.										Gard. Chron., n.s. 7(178): 665	1877		
738	syn	404	het	Zamiaceae	Macrozamia mackenziei	Macrozamia	mackenziei	W.Bull										Retail List [Bull] No. 129: 7	1877		
403	acc	0		Zamiaceae	Macrozamia macleayi	Macrozamia	macleayi	Miq.										Arch. Néerl. Sci. Exact. Nat. 3: 250	1868	LC	Australia (Queensland)
404	acc	0		Zamiaceae	Macrozamia miquelii	Macrozamia	miquelii	(F.Muell.) A.DC.										Prodr. [A. P. de Candolle] 16(2): 535	1868	LC	Australia (Queensland)
405	acc	0		Zamiaceae	Macrozamia montana	Macrozamia	montana	K.D.Hill										Fl. Australia 48: 717	1998	LC	Australia (New South Wales)
406	acc	0		Zamiaceae	Macrozamia moorei	Macrozamia	moorei	F.Muell.										Australas. Chem. Druggist 4: 84	1881	NT	Australia (Queensland)
407	acc	0		Zamiaceae	Macrozamia mountperriensis	Macrozamia	mountperriensis	F.M.Bailey										Syn. Queensl. Fl. Suppl. 1: 50	1886	LC	Australia (Queensland)
408	acc	0		Zamiaceae	Macrozamia occidua	Macrozamia	occidua	D.L.Jones & P.I.Forst.										Austrobaileya 4(2): 278, fig. 5	1994	VU	Australia (Queensland)
409	syn	600	hom	Zamiaceae	Macrozamia oldfieldii	Macrozamia	oldfieldii	(Miq.) A.DC.										Prodr. [A. P. de Candolle] 16(2): 535	1868		
410	acc	0		Zamiaceae	Macrozamia parcifolia	Macrozamia	parcifolia	P.I.Forst. & D.L.Jones										Austrobaileya 4(2): 279-281, fig. 6	1994	VU	Australia (Queensland)
411	acc	0		Zamiaceae	Macrozamia pauli-guilielmi	Macrozamia	pauli-guilielmi	W.Hill & F.Muell.										Fragm. (Mueller) 1(4): 86	1859	EN	Australia (Queensland)
412	syn	390	hom	Zamiaceae	Macrozamia pauli-guilielmi subsp. flexuosa	Macrozamia	pauli-guilielmi	W.Hill & F.Muell.	subsp.	flexuosa	(C.Moore) L.A.S.Johnson							Proc. Linn. Soc. New South Wales, ser. 2, 84(1): 109	1959		
713	syn	411	hom	Zamiaceae	Macrozamia pauli-guilielmi subsp. pauli-guilielmi	Macrozamia	pauli-guilielmi	W.Hill & F.Muell.	subsp.	pauli-guilielmi								Proc. Linn. Soc. New South Wales, ser. 2, 84(1): 108-109	1959		
413	syn	416	bas	Zamiaceae	Macrozamia pauli-guilielmi subsp. plurinervia	Macrozamia	pauli-guilielmi	W.Hill & F.Muell.	subsp.	plurinervia	L.A.S.Johnson							Proc. Linn. Soc. New South Wales, ser. 2, 84(1): 108	1959		
414	syn	372	hom	Zamiaceae	Macrozamia peroffskyana	Macrozamia	peroffskyana	(Regel) Miq.										Arch. Néerl. Sci. Exact. Nat. 3: 252	1868		
415	acc	0		Zamiaceae	Macrozamia platyrhachis	Macrozamia	platyrhachis	F.M.Bailey										Queensland Agric. J. 3: 356	1898	VU	Australia (Queensland)
616	?	0		Zamiaceae	Macrozamia plumosa	Macrozamia	plumosa	W.Bull										Gard. Chron., n.s. 1(17): 532	1874		
416	acc	0		Zamiaceae	Macrozamia plurinervia	Macrozamia	plurinervia	(L.A.S.Johnson) D.L.Jones										Austrobaileya 3(3): 484	1991	EN	Australia (New South Wales, Queensland)
417	acc	0		Zamiaceae	Macrozamia polymorpha	Macrozamia	polymorpha	D.L.Jones										Fl. Australia 48: 718	1998	LC	Australia (New South Wales)
599	syn	420	het	Zamiaceae	Macrozamia preissii	Macrozamia	preissii	Lehm.										Nov. Stirp. Pug. 8: 31	1844		
419	acc	0		Zamiaceae	Macrozamia reducta	Macrozamia	reducta	K.D.Hill & D.L.Jones										Fl. Australia 48: 718	1998	LC	Australia (New South Wales)
420	acc	0		Zamiaceae	Macrozamia riedlei	Macrozamia	riedlei	(Gaudich.) C.A.Gardner										Enum. Pl. Austral. Occ.: 3	1930	LC	Australia (WA)
421	acc	0		Zamiaceae	Macrozamia secunda	Macrozamia	secunda	C.Moore										J. Proc. Roy. Soc. New S. Wales 17: 122	1884	VU	Australia (New South Wales)
422	acc	0		Zamiaceae	Macrozamia serpentina	Macrozamia	serpentina	D.L.Jones & P.I.Forst.										Austrobaileya 6(1): 90-92, figs. 20-21	2001	[EN]	Australia (Queensland)
423	acc	0		Zamiaceae	Macrozamia spiralis	Macrozamia	spiralis	(Salisb.) Miq.										Monogr. Cycad.: 36	1842	EN	Australia (New South Wales)
736	?	0		Zamiaceae	Macrozamia spiralis var. eburnea	Macrozamia	spiralis	(Salisb.) Miq.	var.	eburnea	W.Bull							Retail List [Bull] No. 83: 8	1873		
732	?	0		Zamiaceae	Macrozamia spiralis var. princeps	Macrozamia	spiralis	(Salisb.) Miq.	var.	princeps	W.Bull							Retail List [Bull] No. 83: 187	1873		
424	acc	0		Zamiaceae	Macrozamia stenomera	Macrozamia	stenomera	L.A.S.Johnson										Proc. Linn. Soc. New South Wales, ser. 2, 84(1): 106	1959	NT	Australia (New South Wales)
588	syn	587	hom	Zamiaceae	Macrozamia tridentata	Macrozamia	tridentata	(Willd.) Regel										Gartenflora 25: 229	1876		
425	acc	0		Zamiaceae	Macrozamia viridis	Macrozamia	viridis	D.L.Jones & P.I.Forst.										Austrobaileya 4(2): 281-283, fig. 7	1994	EN	Australia (Queensland)
427	acc	0		Zamiaceae	Microcycas calocoma	Microcycas	calocoma	(Miq.) A.DC.										Prodr. [A. P. de Candolle] 16(2): 538	1868	CR	Cuba (Pinar del Río)
748	syn	441	hom	Zamiaceae	Palmifolium angustifolium	Palmifolium	angustifolium	(Jacq.) Kuntze										Revis. Gen. Pl. 2: 803	1891		
749	syn	442	hom	Zamiaceae	Palmifolium angustissimum	Palmifolium	angustissimum	(Miq.) Kuntze										Revis. Gen. Pl. 2: 803	1891		
750	syn	444	hom	Zamiaceae	Palmifolium bolivianum	Palmifolium	bolivianum	(Brongn.) Kuntze										Revis. Gen. Pl. 2: 803	1891		
751	syn	449	hom	Zamiaceae	Palmifolium chigua	Palmifolium	chigua	(Seem.) Kuntze										Revis. Gen. Pl. 2: 803	1891		
